image,source_file,box_size,render_index,row,column,slot_file,sample_id,flavor_id,flavor_name,label_type,image_path
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,IMG_2022.jpg,16,2,1,1,IMG_2022_r01_c01.jpg,cocoashot_bourbon_0010,cocoashot_bourbon,Bourbon,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_bourbon/cocoashot_bourbon_0010.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,IMG_2022.jpg,16,2,1,2,IMG_2022_r01_c02.jpg,truffle_caramel_apple_cider_0026,truffle_caramel_apple_cider,Caramel Apple Cider,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_caramel_apple_cider/truffle_caramel_apple_cider_0026.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,IMG_2022.jpg,16,2,1,3,IMG_2022_r01_c03.jpg,cocoashot_tequila_0022,cocoashot_tequila,Tequila,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_tequila/cocoashot_tequila_0022.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,IMG_2022.jpg,16,2,1,4,IMG_2022_r01_c04.jpg,truffle_key_lime_pie_0078,truffle_key_lime_pie,Key Lime Pie,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_key_lime_pie/truffle_key_lime_pie_0078.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,IMG_2022.jpg,16,2,2,1,IMG_2022_r02_c01.jpg,truffle_confetti_cake_0070,truffle_confetti_cake,Confetti Cake,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_confetti_cake/truffle_confetti_cake_0070.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,IMG_2022.jpg,16,2,2,2,IMG_2022_r02_c02.jpg,truffle_caramel_apple_cider_0070,truffle_caramel_apple_cider,Caramel Apple Cider,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_caramel_apple_cider/truffle_caramel_apple_cider_0070.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,IMG_2022.jpg,16,2,2,3,IMG_2022_r02_c03.jpg,truffle_brownie_batter_0010,truffle_brownie_batter,Brownie Batter,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_brownie_batter/truffle_brownie_batter_0010.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,IMG_2022.jpg,16,2,2,4,IMG_2022_r02_c04.jpg,truffle_cheesecake_0002,truffle_cheesecake,Cheesecake,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_cheesecake/truffle_cheesecake_0002.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,IMG_2022.jpg,16,2,3,1,IMG_2022_r03_c01.jpg,truffle_bananas_foster_0002,truffle_bananas_foster,Bananas Foster,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_bananas_foster/truffle_bananas_foster_0002.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,IMG_2022.jpg,16,2,3,2,IMG_2022_r03_c02.jpg,truffle_cheesecake_0010,truffle_cheesecake,Cheesecake,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_cheesecake/truffle_cheesecake_0010.jpg
