image,source_file,box_size,render_index,row,column,slot_file,sample_id,flavor_id,flavor_name,label_type,image_path
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,1,1,IMG_2028_r01_c01.jpg,truffle_amaretto_0055,truffle_amaretto,Amaretto,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_amaretto/truffle_amaretto_0055.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,1,2,IMG_2028_r01_c02.jpg,truffle_caramel_apple_cider_0023,truffle_caramel_apple_cider,Caramel Apple Cider,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_caramel_apple_cider/truffle_caramel_apple_cider_0023.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,1,3,IMG_2028_r01_c03.jpg,truffle_key_lime_pie_0023,truffle_key_lime_pie,Key Lime Pie,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_key_lime_pie/truffle_key_lime_pie_0023.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,1,4,IMG_2028_r01_c04.jpg,truffle_confetti_cake_0031,truffle_confetti_cake,Confetti Cake,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_confetti_cake/truffle_confetti_cake_0031.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,1,5,IMG_2028_r01_c05.jpg,cocoashot_whiskey_0043,cocoashot_whiskey,Whiskey,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_whiskey/cocoashot_whiskey_0043.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,2,1,IMG_2028_r02_c01.jpg,truffle_champagne_0051,truffle_champagne,Champagne,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_champagne/truffle_champagne_0051.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,2,2,IMG_2028_r02_c02.jpg,truffle_caramel_apple_cider_0047,truffle_caramel_apple_cider,Caramel Apple Cider,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_caramel_apple_cider/truffle_caramel_apple_cider_0047.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,2,3,IMG_2028_r02_c03.jpg,truffle_caramel_apple_cider_0031,truffle_caramel_apple_cider,Caramel Apple Cider,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_caramel_apple_cider/truffle_caramel_apple_cider_0031.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,2,4,IMG_2028_r02_c04.jpg,truffle_brownie_batter_0019,truffle_brownie_batter,Brownie Batter,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_brownie_batter/truffle_brownie_batter_0019.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,2,5,IMG_2028_r02_c05.jpg,truffle_bananas_foster_0075,truffle_bananas_foster,Bananas Foster,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_bananas_foster/truffle_bananas_foster_0075.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,3,1,IMG_2028_r03_c01.jpg,truffle_confetti_cake_0047,truffle_confetti_cake,Confetti Cake,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_confetti_cake/truffle_confetti_cake_0047.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,3,2,IMG_2028_r03_c02.jpg,truffle_key_lime_pie_0007,truffle_key_lime_pie,Key Lime Pie,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_key_lime_pie/truffle_key_lime_pie_0007.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,3,3,IMG_2028_r03_c03.jpg,truffle_cookies_cream_0039,truffle_cookies_cream,Cookies & Cream,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_cookies_cream/truffle_cookies_cream_0039.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,3,4,IMG_2028_r03_c04.jpg,truffle_amaretto_0059,truffle_amaretto,Amaretto,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_amaretto/truffle_amaretto_0059.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,3,5,IMG_2028_r03_c05.jpg,cocoashot_whiskey_0079,cocoashot_whiskey,Whiskey,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_whiskey/cocoashot_whiskey_0079.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,4,1,IMG_2028_r04_c01.jpg,truffle_caramel_apple_cider_0059,truffle_caramel_apple_cider,Caramel Apple Cider,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_caramel_apple_cider/truffle_caramel_apple_cider_0059.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,4,2,IMG_2028_r04_c02.jpg,truffle_confetti_cake_0063,truffle_confetti_cake,Confetti Cake,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_confetti_cake/truffle_confetti_cake_0063.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,4,3,IMG_2028_r04_c03.jpg,truffle_manhattan_0071,truffle_manhattan,Manhattan,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_manhattan/truffle_manhattan_0071.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,4,4,IMG_2028_r04_c04.jpg,truffle_key_lime_pie_0067,truffle_key_lime_pie,Key Lime Pie,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_key_lime_pie/truffle_key_lime_pie_0067.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,4,5,IMG_2028_r04_c05.jpg,truffle_brownie_batter_0063,truffle_brownie_batter,Brownie Batter,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_brownie_batter/truffle_brownie_batter_0063.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,5,1,IMG_2028_r05_c01.jpg,truffle_brownie_batter_0007,truffle_brownie_batter,Brownie Batter,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_brownie_batter/truffle_brownie_batter_0007.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,5,2,IMG_2028_r05_c02.jpg,truffle_brownie_batter_0075,truffle_brownie_batter,Brownie Batter,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_brownie_batter/truffle_brownie_batter_0075.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,5,3,IMG_2028_r05_c03.jpg,truffle_cheesecake_0039,truffle_cheesecake,Cheesecake,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_cheesecake/truffle_cheesecake_0039.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,5,4,IMG_2028_r05_c04.jpg,truffle_champagne_0011,truffle_champagne,Champagne,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_champagne/truffle_champagne_0011.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,5,5,IMG_2028_r05_c05.jpg,truffle_tea_honey_0007,truffle_tea_honey,Tea & Honey,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_tea_honey/truffle_tea_honey_0007.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,6,1,IMG_2028_r06_c01.jpg,truffle_champagne_0039,truffle_champagne,Champagne,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_champagne/truffle_champagne_0039.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,6,2,IMG_2028_r06_c02.jpg,truffle_creme_brulee_0011,truffle_creme_brulee,Crème Brûlée,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_creme_brulee/truffle_creme_brulee_0011.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,6,3,IMG_2028_r06_c03.jpg,truffle_espresso_martini_0039,truffle_espresso_martini,Espresso Martini,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_espresso_martini/truffle_espresso_martini_0039.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,6,4,IMG_2028_r06_c04.jpg,truffle_lemon_0043,truffle_lemon,Lemon,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_lemon/truffle_lemon_0043.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,IMG_2028.jpg,30,2,6,5,IMG_2028_r06_c05.jpg,cocoashot_tequila_0051,cocoashot_tequila,Tequila,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_tequila/cocoashot_tequila_0051.jpg
