image,source_file,box_size,render_index,row,column,slot_file,sample_id,flavor_id,flavor_name,label_type,image_path
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,IMG_2023.jpg,16,2,1,1,IMG_2023_r01_c01.jpg,cocoashot_tequila_0086,cocoashot_tequila,Tequila,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_tequila/cocoashot_tequila_0086.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,IMG_2023.jpg,16,2,1,2,IMG_2023_r01_c02.jpg,truffle_amaretto_0086,truffle_amaretto,Amaretto,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_amaretto/truffle_amaretto_0086.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,IMG_2023.jpg,16,2,1,3,IMG_2023_r01_c03.jpg,truffle_bananas_foster_0082,truffle_bananas_foster,Bananas Foster,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_bananas_foster/truffle_bananas_foster_0082.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,IMG_2023.jpg,16,2,1,4,IMG_2023_r01_c04.jpg,cocoashot_tequila_0082,cocoashot_tequila,Tequila,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_tequila/cocoashot_tequila_0082.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,IMG_2023.jpg,16,2,2,1,IMG_2023_r02_c01.jpg,truffle_amaretto_0094,truffle_amaretto,Amaretto,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_amaretto/truffle_amaretto_0094.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,IMG_2023.jpg,16,2,2,2,IMG_2023_r02_c02.jpg,truffle_creamsicle_0090,truffle_creamsicle,Creamsicle,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_creamsicle/truffle_creamsicle_0090.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,IMG_2023.jpg,16,2,2,3,IMG_2023_r02_c03.jpg,truffle_dulce_de_leche_0094,truffle_dulce_de_leche,Dulce de Leche,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_dulce_de_leche/truffle_dulce_de_leche_0094.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,IMG_2023.jpg,16,2,2,4,IMG_2023_r02_c04.jpg,truffle_bananas_foster_0086,truffle_bananas_foster,Bananas Foster,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_bananas_foster/truffle_bananas_foster_0086.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,IMG_2023.jpg,16,2,3,1,IMG_2023_r03_c01.jpg,cocoashot_chocolate_cake_0094,cocoashot_chocolate_cake,Chocolate Cake,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0094.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,IMG_2023.jpg,16,2,3,2,IMG_2023_r03_c02.jpg,cocoashot_tequila_0098,cocoashot_tequila,Tequila,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_tequila/cocoashot_tequila_0098.jpg
