image,source_file,box_size,render_index,row,column,slot_file,sample_id,flavor_id,flavor_name,label_type,image_path
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v5_10_slot/images/IMG_2035_size10_render01.jpg,IMG_2035.jpg,10,1,1,1,IMG_2035_r01_c01.jpg,IMG_2035_r01_c01_render01,cocoashot_bourbon,Bourbon,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v2_10_slot/images/train/cocoashot_bourbon/IMG_2035_r01_c01_render01.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v5_10_slot/images/IMG_2035_size10_render01.jpg,IMG_2035.jpg,10,1,1,2,IMG_2035_r01_c02.jpg,IMG_2035_r01_c02_render01,cocoashot_tequila,Tequila,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v2_10_slot/images/train/cocoashot_tequila/IMG_2035_r01_c02_render01.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v5_10_slot/images/IMG_2035_size10_render01.jpg,IMG_2035.jpg,10,1,2,1,IMG_2035_r02_c01.jpg,IMG_2035_r02_c01_render01,truffle_bananas_foster,Bananas Foster,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v2_10_slot/images/train/truffle_bananas_foster/IMG_2035_r02_c01_render01.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v5_10_slot/images/IMG_2035_size10_render01.jpg,IMG_2035.jpg,10,1,2,2,IMG_2035_r02_c02.jpg,IMG_2035_r02_c02_render01,truffle_champagne,Champagne,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v2_10_slot/images/train/truffle_champagne/IMG_2035_r02_c02_render01.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v5_10_slot/images/IMG_2035_size10_render01.jpg,IMG_2035.jpg,10,1,3,1,IMG_2035_r03_c01.jpg,IMG_2035_r03_c01_render01,truffle_cookies_cream,Cookies & Cream,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v2_10_slot/images/train/truffle_cookies_cream/IMG_2035_r03_c01_render01.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v5_10_slot/images/IMG_2035_size10_render01.jpg,IMG_2035.jpg,10,1,3,2,IMG_2035_r03_c02.jpg,IMG_2035_r03_c02_render01,truffle_dulce_de_leche,Dulce de Leche,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v2_10_slot/images/train/truffle_dulce_de_leche/IMG_2035_r03_c02_render01.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v5_10_slot/images/IMG_2035_size10_render01.jpg,IMG_2035.jpg,10,1,4,1,IMG_2035_r04_c01.jpg,IMG_2035_r04_c01_render01,truffle_key_lime_pie,Key Lime Pie,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v2_10_slot/images/train/truffle_key_lime_pie/IMG_2035_r04_c01_render01.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v5_10_slot/images/IMG_2035_size10_render01.jpg,IMG_2035.jpg,10,1,4,2,IMG_2035_r04_c02.jpg,IMG_2035_r04_c02_render01,truffle_maple_cream,Maple Cream,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v2_10_slot/images/train/truffle_maple_cream/IMG_2035_r04_c02_render01.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v5_10_slot/images/IMG_2035_size10_render01.jpg,IMG_2035.jpg,10,1,5,1,IMG_2035_r05_c01.jpg,IMG_2035_r05_c01_render01,truffle_pistachio,Pistachio,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v2_10_slot/images/train/truffle_pistachio/IMG_2035_r05_c01_render01.jpg
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v5_10_slot/images/IMG_2035_size10_render01.jpg,IMG_2035.jpg,10,1,5,2,IMG_2035_r05_c02.jpg,IMG_2035_r05_c02_render01,truffle_s_mores,S'mores,occupied,/homes/mxqasim/Chocolathon/data/synthetic_slots/v2_10_slot/images/train/truffle_s_mores/IMG_2035_r05_c02_render01.jpg
