image,expected_capacity,predicted_capacity,capacity_correct,expected_slots,corner_error_pixels,corner_error_normalized,auto_slots_comparable,auto_expected_occupied,auto_predicted_occupied,auto_false_empty,auto_occupancy_correct,auto_flavor_correct,auto_count_abs_error,auto_exact_flavor_counts,assisted_slots_comparable,assisted_expected_occupied,assisted_predicted_occupied,assisted_false_empty,assisted_occupancy_correct,assisted_flavor_correct,assisted_count_abs_error,assisted_exact_flavor_counts
IMG_2019_size6_render01.jpg,6,6,True,6,184.31692504882812,0.036570818462069075,True,6,6,0,6,6,0,True,True,6,6,0,6,6,0,True
IMG_2019_size6_render02.jpg,6,6,True,6,156.31028747558594,0.031013945927695623,True,6,6,0,6,6,0,True,True,6,6,0,6,6,0,True
IMG_2020_size6_render01.jpg,6,6,True,6,203.98001098632812,0.04047222440204923,True,6,6,0,6,5,2,False,True,6,6,0,6,6,0,True
IMG_2020_size6_render02.jpg,6,6,True,6,226.2904052734375,0.044898889935205855,True,6,6,0,6,4,4,False,True,6,6,0,6,6,0,True
IMG_2021_size6_render01.jpg,6,6,True,6,38.16268539428711,0.0075719613877553785,True,6,6,0,6,6,0,True,True,6,6,0,6,6,0,True
IMG_2021_size6_render02.jpg,6,6,True,6,35.67966079711914,0.007079297777206179,True,6,6,0,6,6,0,True,True,6,6,0,6,6,0,True
IMG_2022_size16_render01.jpg,16,16,True,16,105.96177673339844,0.02102416205027747,True,16,16,0,16,16,0,True,True,16,16,0,16,16,0,True
IMG_2022_size16_render02.jpg,16,16,True,16,118.94483947753906,0.02360016656300378,True,16,16,0,16,16,0,True,True,16,16,0,16,16,0,True
IMG_2023_size16_render01.jpg,16,16,True,16,74.15042114257812,0.014712385147336929,True,16,16,0,16,16,0,True,True,16,16,0,16,16,0,True
IMG_2023_size16_render02.jpg,16,16,True,16,97.42778778076172,0.01933091027396066,True,16,16,0,16,12,6,False,True,16,16,0,16,16,0,True
IMG_2024_size16_render01.jpg,16,16,True,16,74.07989501953125,0.014698391868954613,True,16,16,0,16,16,0,True,True,16,16,0,16,16,0,True
IMG_2024_size16_render02.jpg,16,16,True,16,55.765663146972656,0.011064615703764416,True,16,16,0,16,16,0,True,True,16,16,0,16,16,0,True
IMG_2025_size16_render01.jpg,16,16,True,16,187.47100830078125,0.03719662863110739,True,16,16,0,16,16,0,True,True,16,16,0,16,16,0,True
IMG_2025_size16_render02.jpg,16,16,True,16,118.330810546875,0.02347833542596726,True,16,16,0,16,16,0,True,True,16,16,0,16,16,0,True
IMG_2026_size16_render01.jpg,16,16,True,16,46.15556335449219,0.009157849871923054,True,16,16,0,16,16,0,True,True,16,16,0,16,16,0,True
IMG_2026_size16_render02.jpg,16,16,True,16,56.2935676574707,0.011169358662196567,True,16,16,0,16,16,0,True,True,16,16,0,16,16,0,True
IMG_2027_size30_render01.jpg,30,30,True,30,64.68502807617188,0.01283433096749442,True,30,30,0,30,30,0,True,True,30,30,0,30,30,0,True
IMG_2027_size30_render02.jpg,30,30,True,30,76.80526733398438,0.015239140344044519,True,30,30,0,30,28,4,False,True,30,30,0,30,30,0,True
IMG_2028_size30_render01.jpg,30,30,True,30,425.80316162109375,0.08448475428989956,True,30,30,0,30,15,12,False,True,30,30,0,30,30,0,True
IMG_2028_size30_render02.jpg,30,30,True,30,529.590087890625,0.10507739839099703,True,30,30,0,30,4,20,False,True,30,30,0,30,30,0,True
IMG_2029_size30_render01.jpg,30,30,True,30,317.1619873046875,0.06292896573505705,True,30,29,1,29,20,11,False,True,30,30,0,30,30,0,True
IMG_2029_size30_render02.jpg,30,30,True,30,334.6578369140625,0.0664003644670759,True,30,28,2,28,18,12,False,True,30,30,0,30,30,0,True
IMG_2030_size30_render01.jpg,30,16,False,30,441.4993896484375,0.08759908524770585,False,30,16,14,0,0,14,False,True,30,30,0,30,30,0,True
IMG_2030_size30_render02.jpg,30,16,False,30,464.3935852050781,0.09214158436608692,False,30,16,14,0,0,14,False,True,30,29,1,29,30,1,False
IMG_2031_size50_render01.jpg,50,50,True,50,255.1348876953125,0.05062200152684772,True,50,50,0,50,32,20,False,True,50,50,0,50,50,0,True
IMG_2031_size50_render02.jpg,50,50,True,50,306.60321044921875,0.06083397032722594,True,50,50,0,50,18,26,False,True,50,50,0,50,50,0,True
IMG_2032_size50_render01.jpg,50,50,True,50,403.5975341796875,0.08007887582930308,True,50,49,1,49,18,17,False,True,50,50,0,50,50,0,True
IMG_2032_size50_render02.jpg,50,50,True,50,260.1269836425781,0.051612496754479785,True,50,46,4,46,32,22,False,True,50,47,3,47,50,3,False
IMG_2033_size50_render01.jpg,50,50,True,50,299.9152526855469,0.05950699458046565,True,50,49,1,49,19,25,False,True,50,49,1,49,50,1,False
IMG_2033_size50_render02.jpg,50,50,True,50,302.0541076660156,0.05993137056865389,True,50,49,1,49,15,25,False,True,50,47,3,47,50,3,False
IMG_2034_size50_render01.jpg,50,6,False,50,264.3524475097656,0.05245088244241381,False,50,6,44,0,0,54,False,True,50,49,1,49,50,1,False
IMG_2034_size50_render02.jpg,50,6,False,50,275.8498840332031,0.054732119847857766,False,50,6,44,0,0,44,False,True,50,42,8,42,50,8,False
