file,box_size,annotation_file,processed_file,status,normalized_file,grid_annotation_file,empty_slot_count
IMG_2019.jpg,6,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2019.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2019.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2019.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2019.json,6
IMG_2020.jpg,6,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2020.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2020.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2020.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2020.json,6
IMG_2021.jpg,6,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2021.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2021.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2021.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2021.json,6
IMG_2022.jpg,16,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2022.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2022.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2022.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2022.json,16
IMG_2023.jpg,16,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2023.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2023.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2023.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json,16
IMG_2024.jpg,16,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2024.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2024.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2024.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json,16
IMG_2025.jpg,16,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2025.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2025.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2025.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json,16
IMG_2026.jpg,16,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2026.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2026.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2026.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json,16
IMG_2027.jpg,30,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2027.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2027.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2027.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2027.json,30
IMG_2028.jpg,30,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2028.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2028.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2028.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2028.json,30
IMG_2029.jpg,30,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2029.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2029.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2029.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2029.json,30
IMG_2030.jpg,30,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2030.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2030.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2030.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2030.json,30
IMG_2031.jpg,50,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2031.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2031.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2031.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2031.json,50
IMG_2032.jpg,50,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2032.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2032.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2032.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2032.json,50
IMG_2033.jpg,50,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2033.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2033.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2033.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2033.json,50
IMG_2034.jpg,50,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2034.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2034.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2034.jpg,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2034.json,50
IMG_2035.jpg,10,/homes/mxqasim/Chocolathon/data/boxes/annotations/IMG_2035.json,/homes/mxqasim/Chocolathon/data/boxes/processed/IMG_2035.jpg,box_pipeline_complete,/homes/mxqasim/Chocolathon/data/boxes/normalized/IMG_2035.jpg,data/boxes/grid_annotations/IMG_2035.json,10
